node	n	p_value	q1	q2	q3	ILS_explain	IH_explain	ILS_index	IH_index
N3	14400.596662999998	0.0	0.44972282326604873	0.38793822379274845	0.16233895294120287	0.32467790588240575	0.22559927085154557	0.4870168588236086	0.43977911307999945
N4	16526.259459	0.16802899201569788	0.985678764781155	0.007802270460529382	0.00651896475831555	0.014321235218844932	0	0.021481852828267478	0
